assertion_id,work_id,record_id,assertion_type,evidence_class,predicate,source_text,source_field,source_location,start_line,end_line,start_character,end_character,confidence,review_status,canonical_record_path,canonical_record_sha256
asrt.d00161902ab998965677f433,purananuru,001,POET_ATTRIBUTION,SOURCE_EXPLICIT,ATTRIBUTED_TO,பெருந்தேவனார்,poet_as_printed,yaml:poet_as_printed,,,,,high,machine_checked,corpus/purananuru/poems/001.md,43462e03fe1298f92c27be3bd8833d8e403b5aa0b46d83ef9253fa8d911499a4
asrt.6ba984a1dd3ba4c8f12da26f,purananuru,001,PATRON_OR_ADDRESSEE,SOURCE_EXPLICIT,ADDRESSED_TO,இறைவன்,addressee_as_printed,yaml:addressee_as_printed,,,,,high,machine_checked,corpus/purananuru/poems/001.md,43462e03fe1298f92c27be3bd8833d8e403b5aa0b46d83ef9253fa8d911499a4
asrt.b54daabdbe8365ebe8d2194d,purananuru,001,SOURCE_CONTEXT_NOTE,SOURCE_EXPLICIT,HAS_PRINTED_TITLE,இறைவனின் திருவுள்ளம்!,title_as_printed,yaml:title_as_printed,,,,,high,machine_checked,corpus/purananuru/poems/001.md,43462e03fe1298f92c27be3bd8833d8e403b5aa0b46d83ef9253fa8d911499a4
asrt.44df0ee238436df9f0403293,purananuru,001,SOURCE_CONTEXT_NOTE,SOURCE_EXPLICIT,HAS_PRINTED_SOURCE_NOTE,"பாடியவர்:பெருந்தேவனார்.
பாடப்பட்டோன்: இறைவன்",source_note,markdown:source-note,,,,,high,machine_checked,corpus/purananuru/poems/001.md,43462e03fe1298f92c27be3bd8833d8e403b5aa0b46d83ef9253fa8d911499a4
asrt.2c04c3f6675cf8917bf2691b,purananuru,001,TEXTUAL_CONDITION,SOURCE_EXPLICIT,HAS_TEXTUAL_STATUS,complete,textual_status,yaml:textual_status,,,,,high,machine_checked,corpus/purananuru/poems/001.md,43462e03fe1298f92c27be3bd8833d8e403b5aa0b46d83ef9253fa8d911499a4
asrt.8f075641cccc81f23e3e6134,purananuru,002,POET_ATTRIBUTION,SOURCE_EXPLICIT,ATTRIBUTED_TO,முரஞ்சியூர் முடிநாகராயர்,poet_as_printed,yaml:poet_as_printed,,,,,high,machine_checked,corpus/purananuru/poems/002.md,37ecf81241ba3665e30d5553c64c47c6925bba1e727aab05a66088f3e00c83d4
asrt.6fc34fc2aba6fc30e6b5c912,purananuru,002,PATRON_OR_ADDRESSEE,SOURCE_EXPLICIT,ADDRESSED_TO,சேரமான் பெருஞ்சோற்று உதியன் சேரலாதன்,addressee_as_printed,yaml:addressee_as_printed,,,,,high,machine_checked,corpus/purananuru/poems/002.md,37ecf81241ba3665e30d5553c64c47c6925bba1e727aab05a66088f3e00c83d4
asrt.2b4d229f3b1d4b324ef92fa1,purananuru,002,TINI_VALUE,SOURCE_EXPLICIT,ASSOCIATED_WITH_TINAI,பாடாண்,thinai_as_printed,yaml:thinai_as_printed,,,,,high,machine_checked,corpus/purananuru/poems/002.md,37ecf81241ba3665e30d5553c64c47c6925bba1e727aab05a66088f3e00c83d4
asrt.e867552e77ce3b051f2e679a,purananuru,002,TURAI_VALUE,SOURCE_EXPLICIT,ASSOCIATED_WITH_TURAI,செவியறிவுறூஉ,thurai,yaml:thurai,,,,,high,machine_checked,corpus/purananuru/poems/002.md,37ecf81241ba3665e30d5553c64c47c6925bba1e727aab05a66088f3e00c83d4
asrt.c9738fb9ab4806649bda20c4,purananuru,002,SOURCE_CONTEXT_NOTE,SOURCE_EXPLICIT,HAS_PRINTED_SOURCE_NOTE,"பாடியவர்: முரஞ்சியூர் முடிநாகராயர்.
பாடப்பட்டோன்: சேரமான் பெருஞ்சோற்று உதியன் சேரலாதன்.
திணை: பாடாண்.
துறை: செவியறிவுறூஉ; வாழ்த்தியலும் ஆம்.",source_note,markdown:source-note,,,,,high,machine_checked,corpus/purananuru/poems/002.md,37ecf81241ba3665e30d5553c64c47c6925bba1e727aab05a66088f3e00c83d4
asrt.3b2f2506a36dd95a774546d8,purananuru,002,SOURCE_CONTEXT_NOTE,SOURCE_EXPLICIT,HAS_PRINTED_TITLE,போரும் சோறும்!,title_as_printed,yaml:title_as_printed,,,,,high,machine_checked,corpus/purananuru/poems/002.md,37ecf81241ba3665e30d5553c64c47c6925bba1e727aab05a66088f3e00c83d4
asrt.0029b62bef9508ad684d3807,purananuru,002,TEXTUAL_CONDITION,SOURCE_EXPLICIT,HAS_TEXTUAL_STATUS,complete,textual_status,yaml:textual_status,,,,,high,machine_checked,corpus/purananuru/poems/002.md,37ecf81241ba3665e30d5553c64c47c6925bba1e727aab05a66088f3e00c83d4
asrt.aa1a4a6915ef9a28e68c1fc1,purananuru,003,POET_ATTRIBUTION,SOURCE_EXPLICIT,ATTRIBUTED_TO,இரும்பிடர்த் தலையார்,poet_as_printed,yaml:poet_as_printed,,,,,high,machine_checked,corpus/purananuru/poems/003.md,0b21bc44a0ff8a3c4ac2f2b95a91de709950c13f001c4828207aebd8da890b89
asrt.f38296066324604e2ed3c18f,purananuru,003,PATRON_OR_ADDRESSEE,SOURCE_EXPLICIT,ADDRESSED_TO,பாண்டியன் கருங்கை ஒள்வாள் பெரும்பெயர் வழுதி,addressee_as_printed,yaml:addressee_as_printed,,,,,high,machine_checked,corpus/purananuru/poems/003.md,0b21bc44a0ff8a3c4ac2f2b95a91de709950c13f001c4828207aebd8da890b89
asrt.51ef3a37289851f65defaf9e,purananuru,003,TINI_VALUE,SOURCE_EXPLICIT,ASSOCIATED_WITH_TINAI,பாடாண்,thinai_as_printed,yaml:thinai_as_printed,,,,,high,machine_checked,corpus/purananuru/poems/003.md,0b21bc44a0ff8a3c4ac2f2b95a91de709950c13f001c4828207aebd8da890b89
asrt.2d63b11302693d813525d010,purananuru,003,TURAI_VALUE,SOURCE_EXPLICIT,ASSOCIATED_WITH_TURAI,செவியறிவுறூஉ,thurai,yaml:thurai,,,,,high,machine_checked,corpus/purananuru/poems/003.md,0b21bc44a0ff8a3c4ac2f2b95a91de709950c13f001c4828207aebd8da890b89
asrt.2bb07571a246b3f03a75e42e,purananuru,003,SOURCE_CONTEXT_NOTE,SOURCE_EXPLICIT,HAS_PRINTED_SOURCE_NOTE,"பாடியவர்: இரும்பிடர்த் தலையார்.
பாடப்பட்டோன்: பாண்டியன் கருங்கை ஒள்வாள் பெரும்பெயர் வழுதி.
திணை: பாடாண்.
துறை : செவியறிவுறூஉ; வாழ்த்தியலும் ஆம்.
சிறப்பு : இரும்பிடத் தலையாரைப் பற்றிய செய்தி.",source_note,markdown:source-note,,,,,high,machine_checked,corpus/purananuru/poems/003.md,0b21bc44a0ff8a3c4ac2f2b95a91de709950c13f001c4828207aebd8da890b89
asrt.26f16257ba1f264139bba833,purananuru,003,SOURCE_CONTEXT_NOTE,SOURCE_EXPLICIT,HAS_PRINTED_TITLE,வன்மையும் வண்மையும்!,title_as_printed,yaml:title_as_printed,,,,,high,machine_checked,corpus/purananuru/poems/003.md,0b21bc44a0ff8a3c4ac2f2b95a91de709950c13f001c4828207aebd8da890b89
asrt.b919657923ab7e483e195568,purananuru,003,TEXTUAL_CONDITION,SOURCE_EXPLICIT,HAS_TEXTUAL_STATUS,complete,textual_status,yaml:textual_status,,,,,high,machine_checked,corpus/purananuru/poems/003.md,0b21bc44a0ff8a3c4ac2f2b95a91de709950c13f001c4828207aebd8da890b89
asrt.98f3c685c3ca9df1f9579dad,purananuru,003,FAUNA_MENTION,SOURCE_EXPLICIT,MENTIONS_CANDIDATE,யானை,canonical_body,markdown:canonical-body,11,11,9,13,medium,human_review_required,corpus/purananuru/poems/003.md,0b21bc44a0ff8a3c4ac2f2b95a91de709950c13f001c4828207aebd8da890b89
asrt.d0c61fc2e7ca7c41b3980412,purananuru,003,COMMODITY_MENTION,SOURCE_EXPLICIT,MENTIONS_CANDIDATE,பொன்,canonical_body,markdown:canonical-body,7,7,0,4,medium,human_review_required,corpus/purananuru/poems/003.md,0b21bc44a0ff8a3c4ac2f2b95a91de709950c13f001c4828207aebd8da890b89
asrt.4f0a3ec4fbf449bc4b3d177c,purananuru,004,POET_ATTRIBUTION,SOURCE_EXPLICIT,ATTRIBUTED_TO,பரணர்,poet_as_printed,yaml:poet_as_printed,,,,,high,machine_checked,corpus/purananuru/poems/004.md,973a4a5a03b971241b302856386da1ced4060cb82d36ae9945bb43a333120340
asrt.4ea6c94593c6b02fb165239e,purananuru,004,PATRON_OR_ADDRESSEE,SOURCE_EXPLICIT,ADDRESSED_TO,சோழன் உருவப் ப·றேர் இளஞ்சேட் சென்னி,addressee_as_printed,yaml:addressee_as_printed,,,,,high,machine_checked,corpus/purananuru/poems/004.md,973a4a5a03b971241b302856386da1ced4060cb82d36ae9945bb43a333120340
asrt.9537e4cd3c3797f07a39a41d,purananuru,004,TINI_VALUE,SOURCE_EXPLICIT,ASSOCIATED_WITH_TINAI,வஞ்சி,thinai_as_printed,yaml:thinai_as_printed,,,,,high,machine_checked,corpus/purananuru/poems/004.md,973a4a5a03b971241b302856386da1ced4060cb82d36ae9945bb43a333120340
asrt.e408ed378f4fd033b5dc60d6,purananuru,004,TURAI_VALUE,SOURCE_EXPLICIT,ASSOCIATED_WITH_TURAI,கொற்ற வள்ளை,thurai,yaml:thurai,,,,,high,machine_checked,corpus/purananuru/poems/004.md,973a4a5a03b971241b302856386da1ced4060cb82d36ae9945bb43a333120340
asrt.43015e0856e0a401e5960f94,purananuru,004,SOURCE_CONTEXT_NOTE,SOURCE_EXPLICIT,HAS_PRINTED_TITLE,தாயற்ற குழந்தை!,title_as_printed,yaml:title_as_printed,,,,,high,machine_checked,corpus/purananuru/poems/004.md,973a4a5a03b971241b302856386da1ced4060cb82d36ae9945bb43a333120340
asrt.b353e8aeb69265b6c8127f84,purananuru,004,SOURCE_CONTEXT_NOTE,SOURCE_EXPLICIT,HAS_PRINTED_SOURCE_NOTE,"பாடியவர்: பரணர்.
பாடப்பட்டோன் : சோழன் உருவப் ப·றேர் இளஞ்சேட் சென்னி.
திணை: வஞ்சி. துறை: கொற்ற வள்ளை.
சிறப்பு : சோழரது படைப் பெருக்கமும், இச் சோழனது வெற்றி மேம்பாடும்.",source_note,markdown:source-note,,,,,high,machine_checked,corpus/purananuru/poems/004.md,973a4a5a03b971241b302856386da1ced4060cb82d36ae9945bb43a333120340
asrt.1afb66da83b7145618e7d81a,purananuru,004,TEXTUAL_CONDITION,SOURCE_EXPLICIT,HAS_TEXTUAL_STATUS,complete,textual_status,yaml:textual_status,,,,,high,machine_checked,corpus/purananuru/poems/004.md,973a4a5a03b971241b302856386da1ced4060cb82d36ae9945bb43a333120340
asrt.c64fd91febcc9b8fdeca1ff0,purananuru,004,WATER_BODY_MENTION,SOURCE_EXPLICIT,MENTIONS_CANDIDATE,கடல்,canonical_body,markdown:canonical-body,15,15,5,9,medium,human_review_required,corpus/purananuru/poems/004.md,973a4a5a03b971241b302856386da1ced4060cb82d36ae9945bb43a333120340
asrt.c340ac63bd6cf4af1b8dac0f,purananuru,004,FAUNA_MENTION,SOURCE_EXPLICIT,MENTIONS_CANDIDATE,புலி,canonical_body,markdown:canonical-body,9,9,15,19,medium,human_review_required,corpus/purananuru/poems/004.md,973a4a5a03b971241b302856386da1ced4060cb82d36ae9945bb43a333120340
asrt.7784a66b07f4a66c2825a914,purananuru,004,WARFARE_MENTION,SOURCE_EXPLICIT,MENTIONS_CANDIDATE,வாள்,canonical_body,markdown:canonical-body,1,1,0,4,medium,human_review_required,corpus/purananuru/poems/004.md,973a4a5a03b971241b302856386da1ced4060cb82d36ae9945bb43a333120340
asrt.921c64f939f2e1bd017fc18d,purananuru,005,POET_ATTRIBUTION,SOURCE_EXPLICIT,ATTRIBUTED_TO,நரிவெரூஉத் தலையார்,poet_as_printed,yaml:poet_as_printed,,,,,high,machine_checked,corpus/purananuru/poems/005.md,d86fe4a09f8d3a4d420e1b25bab9e68c3fcd0e1919460f79f5c224234854866e
asrt.f77cd4c33c3270acdfb5e74c,purananuru,005,PATRON_OR_ADDRESSEE,SOURCE_EXPLICIT,ADDRESSED_TO,சேரமான் கருவூரேறிய ஒள்வாட் கோப்பெருஞ் சேரல்,addressee_as_printed,yaml:addressee_as_printed,,,,,high,machine_checked,corpus/purananuru/poems/005.md,d86fe4a09f8d3a4d420e1b25bab9e68c3fcd0e1919460f79f5c224234854866e
asrt.574f8b738d54bf3b06d73c8a,purananuru,005,TINI_VALUE,SOURCE_EXPLICIT,ASSOCIATED_WITH_TINAI,பாடாண்,thinai_as_printed,yaml:thinai_as_printed,,,,,high,machine_checked,corpus/purananuru/poems/005.md,d86fe4a09f8d3a4d420e1b25bab9e68c3fcd0e1919460f79f5c224234854866e
asrt.c16022c4015f66e7e6d6de9f,purananuru,005,TURAI_VALUE,SOURCE_EXPLICIT,ASSOCIATED_WITH_TURAI,வெவியறிவுறூஉ: பொருண் மொழிக் காஞ்சியும் ஆம்,thurai,yaml:thurai,,,,,high,machine_checked,corpus/purananuru/poems/005.md,d86fe4a09f8d3a4d420e1b25bab9e68c3fcd0e1919460f79f5c224234854866e
asrt.21f88bbb373497f0e9816ca9,purananuru,005,SOURCE_CONTEXT_NOTE,SOURCE_EXPLICIT,HAS_PRINTED_TITLE,அருளும் அருமையும்!,title_as_printed,yaml:title_as_printed,,,,,high,machine_checked,corpus/purananuru/poems/005.md,d86fe4a09f8d3a4d420e1b25bab9e68c3fcd0e1919460f79f5c224234854866e
asrt.1e3c3af9af49884e2ddea3b6,purananuru,005,SOURCE_CONTEXT_NOTE,SOURCE_EXPLICIT,HAS_PRINTED_SOURCE_NOTE,"பாடியவர்: நரிவெரூஉத் தலையார்.
பாடப்பட்டோன்: சேரமான் கருவூரேறிய ஒள்வாட் கோப்பெருஞ் சேரல்.
திணை: பாடாண்.
துறை: வெவியறிவுறூஉ: பொருண் மொழிக் காஞ்சியும் ஆம்.
சிறப்பு: பார்வையானே நோய் போக்கும் கண்ணின் சக்தி பற்றிய செய்தி.",source_note,markdown:source-note,,,,,high,machine_checked,corpus/purananuru/poems/005.md,d86fe4a09f8d3a4d420e1b25bab9e68c3fcd0e1919460f79f5c224234854866e
asrt.ea7995893ec531a650c1317f,purananuru,005,TEXTUAL_CONDITION,SOURCE_EXPLICIT,HAS_TEXTUAL_STATUS,complete,textual_status,yaml:textual_status,,,,,high,machine_checked,corpus/purananuru/poems/005.md,d86fe4a09f8d3a4d420e1b25bab9e68c3fcd0e1919460f79f5c224234854866e
asrt.39ec0eee26397bcedd16f499,purananuru,006,POET_ATTRIBUTION,SOURCE_EXPLICIT,ATTRIBUTED_TO,காரிகிழார்,poet_as_printed,yaml:poet_as_printed,,,,,high,machine_checked,corpus/purananuru/poems/006.md,43005f27716bd2b65827ecaf093e99fce7e02f7ced78e84e796a5c66267f231b
asrt.c73d4b5552f30ae42157c9ee,purananuru,006,PATRON_OR_ADDRESSEE,SOURCE_EXPLICIT,ADDRESSED_TO,பாண்டியன் பல்யாகசாலை முதுகுடுமிப் பெருவழுதி,addressee_as_printed,yaml:addressee_as_printed,,,,,high,machine_checked,corpus/purananuru/poems/006.md,43005f27716bd2b65827ecaf093e99fce7e02f7ced78e84e796a5c66267f231b
asrt.be84b2c9a3664597d9beeaa9,purananuru,006,TINI_VALUE,SOURCE_EXPLICIT,ASSOCIATED_WITH_TINAI,பாடாண்,thinai_as_printed,yaml:thinai_as_printed,,,,,high,machine_checked,corpus/purananuru/poems/006.md,43005f27716bd2b65827ecaf093e99fce7e02f7ced78e84e796a5c66267f231b
asrt.ddd7c1fd5cd453c8026d31b7,purananuru,006,TURAI_VALUE,SOURCE_EXPLICIT,ASSOCIATED_WITH_TURAI,செவியறிவுறூஉ,thurai,yaml:thurai,,,,,high,machine_checked,corpus/purananuru/poems/006.md,43005f27716bd2b65827ecaf093e99fce7e02f7ced78e84e796a5c66267f231b
asrt.ee5f5284a30bc301e354716f,purananuru,006,SOURCE_CONTEXT_NOTE,SOURCE_EXPLICIT,HAS_PRINTED_TITLE,தண்ணிலவும் வெங்கதிரும்!,title_as_printed,yaml:title_as_printed,,,,,high,machine_checked,corpus/purananuru/poems/006.md,43005f27716bd2b65827ecaf093e99fce7e02f7ced78e84e796a5c66267f231b
asrt.431b89d053ec76dfbcac6779,purananuru,006,SOURCE_CONTEXT_NOTE,SOURCE_EXPLICIT,HAS_PRINTED_SOURCE_NOTE,"பாடியவர்:காரிகிழார்.
பாடப்பட்டோன் : பாண்டியன் பல்யாகசாலை முதுகுடுமிப் பெருவழுதி.
திணை: பாடாண். துறை :
செவியறிவுறூஉ; வாழ்த்தியலும் ஆம்.
சிறப்பு :பாண்டியனின் மறமாண்பு.",source_note,markdown:source-note,,,,,high,machine_checked,corpus/purananuru/poems/006.md,43005f27716bd2b65827ecaf093e99fce7e02f7ced78e84e796a5c66267f231b
asrt.a3fd00c2c1928394479ed23a,purananuru,006,TEXTUAL_CONDITION,SOURCE_EXPLICIT,HAS_TEXTUAL_STATUS,complete,textual_status,yaml:textual_status,,,,,high,machine_checked,corpus/purananuru/poems/006.md,43005f27716bd2b65827ecaf093e99fce7e02f7ced78e84e796a5c66267f231b
asrt.9a7303c162e4a56b8d457ddc,purananuru,006,FAUNA_MENTION,SOURCE_EXPLICIT,MENTIONS_CANDIDATE,யானை,canonical_body,markdown:canonical-body,13,13,8,12,medium,human_review_required,corpus/purananuru/poems/006.md,43005f27716bd2b65827ecaf093e99fce7e02f7ced78e84e796a5c66267f231b
asrt.ef7e69f7bf4a645b166d2b23,purananuru,007,POET_ATTRIBUTION,SOURCE_EXPLICIT,ATTRIBUTED_TO,கருங்குழல் ஆதனார்,poet_as_printed,yaml:poet_as_printed,,,,,high,machine_checked,corpus/purananuru/poems/007.md,5a460a2efeb34ede048c953a42659658c01e9587ac0940b84b01a62d5ffcd854
asrt.720bc382d10dccb6076787d1,purananuru,007,PATRON_OR_ADDRESSEE,SOURCE_EXPLICIT,ADDRESSED_TO,சோழன் கரிகாற் பெருவளத்தான்,addressee_as_printed,yaml:addressee_as_printed,,,,,high,machine_checked,corpus/purananuru/poems/007.md,5a460a2efeb34ede048c953a42659658c01e9587ac0940b84b01a62d5ffcd854
asrt.fa56325a9d1d0b98b9daf2a8,purananuru,007,TINI_VALUE,SOURCE_EXPLICIT,ASSOCIATED_WITH_TINAI,வஞ்சி,thinai_as_printed,yaml:thinai_as_printed,,,,,high,machine_checked,corpus/purananuru/poems/007.md,5a460a2efeb34ede048c953a42659658c01e9587ac0940b84b01a62d5ffcd854
asrt.8a30b262f8360ff4e3fbb150,purananuru,007,TURAI_VALUE,SOURCE_EXPLICIT,ASSOCIATED_WITH_TURAI,கொற்ற,thurai,yaml:thurai,,,,,high,machine_checked,corpus/purananuru/poems/007.md,5a460a2efeb34ede048c953a42659658c01e9587ac0940b84b01a62d5ffcd854
asrt.f24372072fa0f4a57f28da30,purananuru,007,SOURCE_CONTEXT_NOTE,SOURCE_EXPLICIT,HAS_PRINTED_SOURCE_NOTE,"பாடியவர் : கருங்குழல் ஆதனார்.
பாடப்பட்டோன் : சோழன் கரிகாற் பெருவளத்தான்.
திணை : வஞ்சி. துறை: கொற்ற
வள்ளை: மழபுல வஞ்சியும் ஆம்.",source_note,markdown:source-note,,,,,high,machine_checked,corpus/purananuru/poems/007.md,5a460a2efeb34ede048c953a42659658c01e9587ac0940b84b01a62d5ffcd854
asrt.11f6bf93f20e9fcb1b93ebd0,purananuru,007,SOURCE_CONTEXT_NOTE,SOURCE_EXPLICIT,HAS_PRINTED_TITLE,வளநாடும் வற்றிவிடும்!,title_as_printed,yaml:title_as_printed,,,,,high,machine_checked,corpus/purananuru/poems/007.md,5a460a2efeb34ede048c953a42659658c01e9587ac0940b84b01a62d5ffcd854
asrt.4d4ed5dfb1a2d7cf8dcc7e8a,purananuru,007,TEXTUAL_CONDITION,SOURCE_EXPLICIT,HAS_TEXTUAL_STATUS,complete,textual_status,yaml:textual_status,,,,,high,machine_checked,corpus/purananuru/poems/007.md,5a460a2efeb34ede048c953a42659658c01e9587ac0940b84b01a62d5ffcd854
asrt.d9e8f8ceccff67742bdbecb2,purananuru,007,FLORA_MENTION,SOURCE_EXPLICIT,MENTIONS_CANDIDATE,மலர்,canonical_body,markdown:canonical-body,5,5,10,14,medium,human_review_required,corpus/purananuru/poems/007.md,5a460a2efeb34ede048c953a42659658c01e9587ac0940b84b01a62d5ffcd854
asrt.b82be8ff235cd16d41c540d3,purananuru,007,FAUNA_MENTION,SOURCE_EXPLICIT,MENTIONS_CANDIDATE,களிறு,canonical_body,markdown:canonical-body,1,1,0,5,medium,human_review_required,corpus/purananuru/poems/007.md,5a460a2efeb34ede048c953a42659658c01e9587ac0940b84b01a62d5ffcd854
asrt.7a940110318dba422a1c3ed3,purananuru,008,POET_ATTRIBUTION,SOURCE_EXPLICIT,ATTRIBUTED_TO,கபிலர்,poet_as_printed,yaml:poet_as_printed,,,,,high,machine_checked,corpus/purananuru/poems/008.md,4c02c51c095db8d49c8b2fb1d94fab16873bf7ad0fb43e31ec28bf4b64fc19ea
asrt.60dbc73fd8998aa3fc3e5796,purananuru,008,PATRON_OR_ADDRESSEE,SOURCE_EXPLICIT,ADDRESSED_TO,சேரமான் கடுங்கோ வாழியாதன் : சேரமான் செல்வக் கடுங்கோ வாழியாதன் என்பவனும் இவனே,addressee_as_printed,yaml:addressee_as_printed,,,,,high,machine_checked,corpus/purananuru/poems/008.md,4c02c51c095db8d49c8b2fb1d94fab16873bf7ad0fb43e31ec28bf4b64fc19ea
asrt.17585eb4c75ecf9ee8cc62a2,purananuru,008,TINI_VALUE,SOURCE_EXPLICIT,ASSOCIATED_WITH_TINAI,பாடாண்,thinai_as_printed,yaml:thinai_as_printed,,,,,high,machine_checked,corpus/purananuru/poems/008.md,4c02c51c095db8d49c8b2fb1d94fab16873bf7ad0fb43e31ec28bf4b64fc19ea
asrt.fb31cf93f01e86a89d69fdee,purananuru,008,TURAI_VALUE,SOURCE_EXPLICIT,ASSOCIATED_WITH_TURAI,இயன்மொழி,thurai,yaml:thurai,,,,,high,machine_checked,corpus/purananuru/poems/008.md,4c02c51c095db8d49c8b2fb1d94fab16873bf7ad0fb43e31ec28bf4b64fc19ea
asrt.af5e2761637cfb46d45f6662,purananuru,008,SOURCE_CONTEXT_NOTE,SOURCE_EXPLICIT,HAS_PRINTED_TITLE,கதிர்நிகர் ஆகாக் காவலன்!,title_as_printed,yaml:title_as_printed,,,,,high,machine_checked,corpus/purananuru/poems/008.md,4c02c51c095db8d49c8b2fb1d94fab16873bf7ad0fb43e31ec28bf4b64fc19ea
asrt.d9057ca3d54662eb0950ebd3,purananuru,008,SOURCE_CONTEXT_NOTE,SOURCE_EXPLICIT,HAS_PRINTED_SOURCE_NOTE,"பாடியவர் : கபிலர்.
பாடப்பட்டோன் : சேரமான் கடுங்கோ வாழியாதன் : சேரமான் செல்வக் கடுங்கோ வாழியாதன் என்பவனும் இவனே.
திணை : பாடாண். துறை: இயன்மொழி; பூவை நிலையும் ஆம்.",source_note,markdown:source-note,,,,,high,machine_checked,corpus/purananuru/poems/008.md,4c02c51c095db8d49c8b2fb1d94fab16873bf7ad0fb43e31ec28bf4b64fc19ea
asrt.d4c5efd4ef85b57cdcd62973,purananuru,008,TEXTUAL_CONDITION,SOURCE_EXPLICIT,HAS_TEXTUAL_STATUS,complete,textual_status,yaml:textual_status,,,,,high,machine_checked,corpus/purananuru/poems/008.md,4c02c51c095db8d49c8b2fb1d94fab16873bf7ad0fb43e31ec28bf4b64fc19ea
asrt.d87d5212736bcb5720f2aeee,purananuru,009,POET_ATTRIBUTION,SOURCE_EXPLICIT,ATTRIBUTED_TO,நெட்டிமையார்,poet_as_printed,yaml:poet_as_printed,,,,,high,machine_checked,corpus/purananuru/poems/009.md,bb645c1aea72a2cf2e01550470cf20dbcc4d81711aed7efe7c24f258682488df
asrt.6729a9562fa654f9daf31665,purananuru,009,PATRON_OR_ADDRESSEE,SOURCE_EXPLICIT,ADDRESSED_TO,பாண்டியன் பல்யாகசாலை முதுகுடுமிப் பெருவழுதி,addressee_as_printed,yaml:addressee_as_printed,,,,,high,machine_checked,corpus/purananuru/poems/009.md,bb645c1aea72a2cf2e01550470cf20dbcc4d81711aed7efe7c24f258682488df
asrt.559586db06ce0005cdd62527,purananuru,009,TINI_VALUE,SOURCE_EXPLICIT,ASSOCIATED_WITH_TINAI,பாடாண்,thinai_as_printed,yaml:thinai_as_printed,,,,,high,machine_checked,corpus/purananuru/poems/009.md,bb645c1aea72a2cf2e01550470cf20dbcc4d81711aed7efe7c24f258682488df
asrt.8616883f2744e514cffa1bd9,purananuru,009,TURAI_VALUE,SOURCE_EXPLICIT,ASSOCIATED_WITH_TURAI,இயன்மொழி,thurai,yaml:thurai,,,,,high,machine_checked,corpus/purananuru/poems/009.md,bb645c1aea72a2cf2e01550470cf20dbcc4d81711aed7efe7c24f258682488df
asrt.2ff0fdf3512ef897bee03fdc,purananuru,009,SOURCE_CONTEXT_NOTE,SOURCE_EXPLICIT,HAS_PRINTED_TITLE,ஆற்றுமணலும் வாழ்நாளும்!,title_as_printed,yaml:title_as_printed,,,,,high,machine_checked,corpus/purananuru/poems/009.md,bb645c1aea72a2cf2e01550470cf20dbcc4d81711aed7efe7c24f258682488df
asrt.45ac570458ef22ad955c2a70,purananuru,009,SOURCE_CONTEXT_NOTE,SOURCE_EXPLICIT,HAS_PRINTED_SOURCE_NOTE,"பாடியவர் : நெட்டிமையார்.
பாடப்பட்டோன் : பாண்டியன் பல்யாகசாலை முதுகுடுமிப் பெருவழுதி.
திணை : பாடாண். துறை :
இயன்மொழி. குறிப்பு : இதனுடன் காரிகிழாரின் ஆறாவது புறப்பாட்டையும் சேர்த்து ஆய்ந்து, இப் பாண்டியனின் சிறப்பைக் காண்க.",source_note,markdown:source-note,,,,,high,machine_checked,corpus/purananuru/poems/009.md,bb645c1aea72a2cf2e01550470cf20dbcc4d81711aed7efe7c24f258682488df
asrt.82b6e670226493b3c877114f,purananuru,009,TEXTUAL_CONDITION,SOURCE_EXPLICIT,HAS_TEXTUAL_STATUS,complete,textual_status,yaml:textual_status,,,,,high,machine_checked,corpus/purananuru/poems/009.md,bb645c1aea72a2cf2e01550470cf20dbcc4d81711aed7efe7c24f258682488df
asrt.e524fb5d6c464e8373f22ccc,purananuru,010,PATRON_OR_ADDRESSEE,SOURCE_EXPLICIT,ADDRESSED_TO,சோழன் நெய்தலங் கானல் இளஞ்சேட் சென்னி,addressee_as_printed,yaml:addressee_as_printed,,,,,high,machine_checked,corpus/purananuru/poems/010.md,79a8b9e038780fe6fffd88b85981d9b6107af0b2b60dc030ec6cbe2e88b8a33b
asrt.1138ff68daa916b579683506,purananuru,010,TINI_VALUE,SOURCE_EXPLICIT,ASSOCIATED_WITH_TINAI,பாடாண்,thinai_as_printed,yaml:thinai_as_printed,,,,,high,machine_checked,corpus/purananuru/poems/010.md,79a8b9e038780fe6fffd88b85981d9b6107af0b2b60dc030ec6cbe2e88b8a33b
asrt.fa38a8c1c5350ce180869547,purananuru,010,TURAI_VALUE,SOURCE_EXPLICIT,ASSOCIATED_WITH_TURAI,இயன்மொழி,thurai,yaml:thurai,,,,,high,machine_checked,corpus/purananuru/poems/010.md,79a8b9e038780fe6fffd88b85981d9b6107af0b2b60dc030ec6cbe2e88b8a33b
asrt.d5783d28b5bf72b751069cbf,purananuru,010,SOURCE_CONTEXT_NOTE,SOURCE_EXPLICIT,HAS_PRINTED_TITLE,குற்றமும் தண்டனையும்!,title_as_printed,yaml:title_as_printed,,,,,high,machine_checked,corpus/purananuru/poems/010.md,79a8b9e038780fe6fffd88b85981d9b6107af0b2b60dc030ec6cbe2e88b8a33b
